Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BOTANNIA,"2,875,000","1,571.54","1,829",Mar-24,WEST COAST PARK,Resale,Strata,146,"19,692",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
THE LEGEND,"3,900,000","2,163.56","1,803",Mar-24,BUKIT TIMAH ROAD,Resale,Strata,201,"19,403",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HORIZON RESIDENCES,"2,300,000","1,356.26","1,696",Mar-24,PASIR PANJANG HILL,Resale,Strata,126,"18,254",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
TROPIKA EAST,"1,170,000",775.01,"1,510",Mar-24,FOO KIM LIN ROAD,Resale,Strata,72,"16,250",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
GARDENVILLE,"4,980,000","2,583.36","1,928",Mar-24,WALSHE ROAD,Resale,Strata,240,"20,750",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE SAIL @ MARINA BAY,"2,188,000",936.47,"2,336",Mar-24,MARINA BOULEVARD,Resale,Strata,87,"25,149",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,46 to 50
EUHABITAT,"840,000",581.26,"1,445",Mar-24,JALAN EUNOS,Resale,Strata,54,"15,556",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
SPOTTISWOODE SUITES,"1,028,000",441.32,"2,329",Mar-24,SPOTTISWOODE PARK ROAD,Resale,Strata,41,"25,073",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
THE TRESOR,"3,500,000","1,399.32","2,501",Mar-24,DUCHESS ROAD,Resale,Strata,130,"26,923",-,Condominium,1,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05
HERITAGE VIEW,"1,960,000","1,194.8","1,640",Mar-24,DOVER RISE,Resale,Strata,111,"17,658",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,06 to 10
KILLINEY 118,"1,280,000",624.31,"2,050",Mar-24,KILLINEY ROAD,Resale,Strata,58,"22,069",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
BOTANNIA,"2,700,000","1,560.78","1,730",Mar-24,WEST COAST PARK,Resale,Strata,145,"18,621",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
REGENCY SUITES,"2,100,000",979.52,"2,144",Mar-24,KIM TIAN ROAD,Resale,Strata,91,"23,077",-,Apartment,1,Freehold,03,Rest of Central Region,26 to 30
THE PATERSON,"3,020,000","1,216.33","2,483",Mar-24,PATERSON ROAD,Resale,Strata,113,"26,726",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
ECHELON,"1,575,000",731.95,"2,152",Mar-24,ALEXANDRA VIEW,Resale,Strata,68,"23,162",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
NIN RESIDENCE,"860,000",527.44,"1,631",Mar-24,PHENG GECK AVENUE,Resale,Strata,49,"17,551",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
JERVOIS TREASURES,"1,934,000",721.19,"2,682",Mar-24,JERVOIS ROAD,Resale,Strata,67,"28,866",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
JERVOIS TREASURES,"2,138,000",796.54,"2,684",Mar-24,JERVOIS ROAD,Resale,Strata,74,"28,892",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ONE DUSUN RESIDENCES,"930,000",527.44,"1,763",Mar-24,JALAN DUSUN,Resale,Strata,49,"18,980",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
LUMIERE,"1,150,000",678.13,"1,696",Mar-24,MISTRI ROAD,Resale,Strata,63,"18,254",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,31 to 35
WOODSVILLE 28,"1,438,888",882.65,"1,630",Mar-24,WOODSVILLE CLOSE,Resale,Strata,82,"17,547",-,Apartment,1,99 yrs lease commencing from 2007,13,Rest of Central Region,06 to 10
KERRISDALE,"1,470,000",990.29,"1,484",Mar-24,STURDEE ROAD,Resale,Strata,92,"15,978",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,21 to 25
CENTRA SUITES,"722,000",452.09,"1,597",Mar-24,LORONG 25A GEYLANG,Resale,Strata,42,"17,190",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
76 SHENTON,"1,745,000",979.52,"1,781",Mar-24,SHENTON WAY,Resale,Strata,91,"19,176",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,06 to 10
QUEENS,"2,430,888","1,410.08","1,724",Mar-24,STIRLING ROAD,Resale,Strata,131,"18,556",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
CAPE ROYALE,"4,368,000","1,905.23","2,293",Mar-24,COVE WAY,Resale,Strata,177,"24,678",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
EURO-ASIA COURT,"3,180,000","1,657.66","1,918",Mar-24,RIVER VALLEY CLOSE,Resale,Strata,154,"20,649",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
VERDURE,"3,550,000","1,743.77","2,036",Mar-24,HOLLAND ROAD,Resale,Strata,162,"21,914",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SIMS GREEN,"1,380,000","1,259.39","1,096",Mar-24,LORONG 27A GEYLANG,Resale,Strata,117,"11,795",-,Apartment,1,99 yrs lease commencing from 2001,14,Rest of Central Region,01 to 05
CORALS AT KEPPEL BAY,"3,230,000","1,582.31","2,041",Mar-24,KEPPEL BAY DRIVE,Resale,Strata,147,"21,973",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"1,360,000",667.37,"2,038",Feb-24,WISHART ROAD,Resale,Strata,62,"21,935",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
JERVOIS TREASURES,"2,122,000",796.54,"2,664",Feb-24,JERVOIS ROAD,Resale,Strata,74,"28,676",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
D'LEEDON,"1,525,000",785.77,"1,941",Feb-24,LEEDON HEIGHTS,Resale,Strata,73,"20,890",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
JERVOIS TREASURES,"2,353,230",893.41,"2,634",Feb-24,JERVOIS ROAD,Resale,Strata,83,"28,352",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ST MARTIN RESIDENCE,"5,000,000","2,981.63","1,677",Feb-24,ST. MARTIN'S DRIVE,Resale,Strata,277,"18,051",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SKYSUITES17,"1,091,800",613.55,"1,779",Feb-24,JALAN RAJAH,Resale,Strata,57,"19,154",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
CONCOURSE SKYLINE,"1,638,000",818.06,"2,002",Feb-24,BEACH ROAD,Resale,Strata,76,"21,553",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,16 to 20
ASCENTIA SKY,"2,475,000","1,474.67","1,678",Feb-24,ALEXANDRA VIEW,Resale,Strata,137,"18,066",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,06 to 10
ECOVILLE,"1,940,000","1,184.04","1,638",Feb-24,MARTABAN ROAD,Resale,Strata,110,"17,636",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
MARTIN MODERN,"2,300,000",850.36,"2,705",Feb-24,MARTIN PLACE,Resale,Strata,79,"29,114",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,16 to 20
PARC RIVIERA,"970,000",602.78,"1,609",Feb-24,WEST COAST VALE,Resale,Strata,56,"17,321",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
POLLEN & BLEU,"2,180,000","1,184.04","1,841",Feb-24,FARRER DRIVE,Resale,Strata,110,"19,818",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
ECHELON,"1,580,000",731.95,"2,159",Feb-24,ALEXANDRA VIEW,Resale,Strata,68,"23,235",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
8 @ MOUNT SOPHIA,"2,500,000","1,463.9","1,708",Feb-24,MOUNT SOPHIA,Resale,Strata,136,"18,382",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,06 to 10
NOVA 48,"1,630,000",936.47,"1,741",Feb-24,PROME ROAD,Resale,Strata,87,"18,736",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
LEONIE GARDENS,"4,608,888","2,540.3","1,814",Feb-24,LEONIE HILL,Resale,Strata,236,"19,529",-,Condominium,1,99 yrs lease commencing from 1990,09,Core Central Region,11 to 15
THE ORCHARD RESIDENCES,"6,900,000","2,174.33","3,173",Feb-24,ORCHARD BOULEVARD,Resale,Strata,202,"34,158",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,16 to 20
D'CHATEAU @ SHELFORD,"2,900,000","1,722.24","1,684",Feb-24,SHELFORD ROAD,Resale,Strata,160,"18,125",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
VALLEY PARK,"3,070,000","1,356.26","2,264",Feb-24,RIVER VALLEY ROAD,Resale,Strata,126,"24,365",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,16 to 20
THE TRIZON,"2,270,000","1,044.11","2,174",Feb-24,RIDGEWOOD CLOSE,Resale,Strata,97,"23,402",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
PATERSON RESIDENCE,"4,065,000","1,496.2","2,717",Feb-24,PATERSON ROAD,Resale,Strata,139,"29,245",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
WATERFRONT @ FABER,"1,180,888",764.24,"1,545",Feb-24,FABER WALK,Resale,Strata,71,"16,632",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
ASTORIA PARK,"1,380,000",958,"1,441",Feb-24,LORONG MYDIN,Resale,Strata,89,"15,506",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,11 to 15
THE SORRENTO,"852,000",462.85,"1,841",Feb-24,WEST COAST ROAD,Resale,Strata,43,"19,814",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
TANGLIN VIEW,"1,800,000","1,140.98","1,578",Feb-24,PRINCE CHARLES CRESCENT,Resale,Strata,106,"16,981",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
ONE DRAYCOTT,"2,690,000",796.54,"3,377",Feb-24,DRAYCOTT PARK,Resale,Strata,74,"36,351",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
ONE-NORTH RESIDENCES,"1,871,888","1,108.69","1,688",Feb-24,ONE-NORTH GATEWAY,Resale,Strata,103,"18,174",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,01 to 05
HIGHLINE RESIDENCES,"1,550,000",635.08,"2,441",Feb-24,KIM TIAN ROAD,Resale,Strata,59,"26,271",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
TRE RESIDENCES,"780,000",419.8,"1,858",Feb-24,GEYLANG EAST AVENUE 1,Resale,Strata,39,"20,000",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
WING FONG MANSIONS,"1,068,000",990.29,"1,078",Feb-24,LORONG 14 GEYLANG,Resale,Strata,92,"11,609",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
FERRELL RESIDENCES,"3,795,000","1,840.64","2,062",Feb-24,BUKIT TIMAH ROAD,Resale,Strata,171,"22,193",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
ALEX RESIDENCES,"2,280,000","1,130.22","2,017",Feb-24,ALEXANDRA VIEW,Resale,Strata,105,"21,714",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
WATERSCAPE AT CAVENAGH,"2,744,000","1,313.21","2,090",Feb-24,CAVENAGH ROAD,Resale,Strata,122,"22,492",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ONE DRAYCOTT,"2,400,000",731.95,"3,279",Feb-24,DRAYCOTT PARK,Resale,Strata,68,"35,294",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
STURDEE RESIDENCES,"860,000",419.8,"2,049",Feb-24,BEATTY ROAD,Resale,Strata,39,"22,051",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,11 to 15
DUCHESS RESIDENCES,"3,150,000","1,485.43","2,121",Feb-24,DUCHESS AVENUE,Resale,Strata,138,"22,826",-,Condominium,1,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,398,888","1,388.56","1,728",Feb-24,KEPPEL BAY VIEW,Resale,Strata,129,"18,596",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,26 to 30
VIDA,"1,100,000",527.44,"2,086",Feb-24,PECK HAY ROAD,Resale,Strata,49,"22,449",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"2,640,000","1,162.51","2,271",Feb-24,PAYA LEBAR ROAD,Resale,Strata,108,"24,444",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
CHANCERY PARK,"4,100,000","2,378.84","1,724",Feb-24,CHANCERY LANE,Resale,Strata,221,"18,552",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
TREVISTA,"2,138,888","1,270.15","1,684",Feb-24,LORONG 3 TOA PAYOH,Resale,Strata,118,"18,126",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,01 to 05
YONG AN PARK,"4,200,000","1,765.3","2,379",Feb-24,RIVER VALLEY ROAD,Resale,Strata,164,"25,610",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
SOLEIL @ SINARAN,"3,130,000","1,453.14","2,154",Feb-24,SINARAN DRIVE,Resale,Strata,135,"23,185",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,11 to 15
POLLEN & BLEU,"2,770,000","1,431.61","1,935",Feb-24,FARRER DRIVE,Resale,Strata,133,"20,827",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
STURDEE RESIDENCES,"1,250,000",570.49,"2,191",Feb-24,BEATTY ROAD,Resale,Strata,53,"23,585",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,16 to 20
THE INTERLACE,"1,850,000","1,076.4","1,719",Feb-24,DEPOT ROAD,Resale,Strata,100,"18,500",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
2 RVG,"1,850,000",893.41,"2,071",Feb-24,RIVER VALLEY GROVE,Resale,Strata,83,"22,289",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
D'CHATEAU @ SHELFORD,"1,925,000",893.41,"2,155",Feb-24,SHELFORD ROAD,Resale,Strata,83,"23,193",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
REGENT PARK,"1,650,000","1,194.8","1,381",Feb-24,JALAN LEMPENG,Resale,Strata,111,"14,865",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,06 to 10
PATERSON SUITES,"5,951,000","2,163.56","2,751",Feb-24,PATERSON ROAD,Resale,Strata,201,"29,607",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
EMERALD PARK,"1,350,000",925.7,"1,458",Feb-24,INDUS ROAD,Resale,Strata,86,"15,698",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
LUMA,"1,460,000",742.72,"1,966",Feb-24,RIVER VALLEY GROVE,Resale,Strata,69,"21,159",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
ECHELON,"1,638,000",731.95,"2,238",Feb-24,ALEXANDRA VIEW,Resale,Strata,68,"24,088",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
THE CENTREN,"888,000",548.96,"1,618",Feb-24,LORONG 27 GEYLANG,Resale,Strata,51,"17,412",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SUITES 28,"1,230,000",924.63,"1,330",Feb-24,LORONG 30 GEYLANG,Resale,Strata,85.9,"14,319",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ONE DRAYCOTT,"2,320,000",731.95,"3,170",Feb-24,DRAYCOTT PARK,Resale,Strata,68,"34,118",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
GLENTREES,"4,400,000","3,670.52","1,199",Feb-24,MOUNT SINAI LANE,Resale,Strata,341,"12,903",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,01 to 05
MARINA BAY RESIDENCES,"2,388,888","1,054.87","2,265",Feb-24,MARINA BOULEVARD,Resale,Strata,98,"24,376",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
THE ASTON,"1,230,000",656.6,"1,873",Feb-24,KAY POH ROAD,Resale,Strata,61,"20,164",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SIMS URBAN OASIS,"960,000",581.26,"1,652",Feb-24,SIMS DRIVE,Resale,Strata,54,"17,778",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
LEONIE TOWERS,"5,400,000","2,906.28","1,858",Feb-24,LEONIE HILL,Resale,Strata,270,"20,000",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE MEZZO,"885,000",559.73,"1,581",Feb-24,BALESTIER ROAD,Resale,Strata,52,"17,019",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
SOPHIA HILLS,"1,150,000",570.49,"2,016",Feb-24,MOUNT SOPHIA,Resale,Strata,53,"21,698",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
GISBORNE LIGHT,"2,250,000","1,248.62","1,802",Feb-24,EWE BOON ROAD,Resale,Strata,116,"19,397",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE LEGACY,"1,600,000",764.24,"2,094",Feb-24,BUKIT TIMAH ROAD,Resale,Strata,71,"22,535",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
REZI 3TWO,"690,000",473.62,"1,457",Feb-24,LORONG 32 GEYLANG,Resale,Strata,44,"15,682",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SKY GREEN,"860,000",473.62,"1,816",Feb-24,MACPHERSON ROAD,Resale,Strata,44,"19,545",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
WESTCOVE CONDOMINIUM,"1,190,000","1,119.46","1,063",Feb-24,WEST COAST CRESCENT,Resale,Strata,104,"11,442",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,01 to 05
RIVERBAY,"800,000",516.67,"1,548",Feb-24,MAR THOMA ROAD,Resale,Strata,48,"16,667",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
THE INTERLACE,"3,120,000","2,109.74","1,479",Feb-24,DEPOT ROAD,Resale,Strata,196,"15,918",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
EIGHT RIVERSUITES,"1,300,000",699.66,"1,858",Feb-24,WHAMPOA EAST,Resale,Strata,65,"20,000",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
EMERALD GARDEN,"2,080,000",968.76,"2,147",Feb-24,CLUB STREET,Resale,Strata,90,"23,111",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,01 to 05
REZI 35,"1,335,000",839.59,"1,590",Feb-24,LORONG 35 GEYLANG,Resale,Strata,78,"17,115",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
HERITAGE VIEW,"2,148,000","1,313.21","1,636",Feb-24,DOVER RISE,Resale,Strata,122,"17,607",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
# 1 SUITES,"738,000",559.73,"1,318",Feb-24,LORONG 20 GEYLANG,Resale,Strata,52,"14,192",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
HILLTOPS,"8,500,000","2,389.61","3,557",Feb-24,CAIRNHILL CIRCLE,Resale,Strata,222,"38,288",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
SPOTTISWOODE 18,"918,000",387.5,"2,369",Feb-24,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"25,500",-,Apartment,1,Freehold,02,Rest of Central Region,16 to 20
BALMORAL HEIGHTS,"2,088,000",925.7,"2,256",Feb-24,BALMORAL CRESCENT,Resale,Strata,86,"24,279",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE BEACON,"1,800,000","1,162.51","1,548",Feb-24,CANTONMENT ROAD,Resale,Strata,108,"16,667",-,Apartment,1,99 yrs lease commencing from 2004,02,Rest of Central Region,01 to 05
BLISS LOFT,"1,400,000","1,377.79","1,016",Feb-24,KIM KEAT CLOSE,Resale,Strata,128,"10,938",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
FARRER PARK SUITES,"688,000",376.74,"1,826",Feb-24,OWEN ROAD,Resale,Strata,35,"19,657",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARC ESTA,"1,688,888",828.83,"2,038",Feb-24,SIMS AVENUE,Resale,Strata,77,"21,934",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE LINCOLN RESIDENCES,"4,300,000","2,088.22","2,059",Feb-24,SURREY ROAD,Resale,Strata,194,"22,165",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
THE LAURELS,"9,000,000","4,768.45","1,887",Feb-24,CAIRNHILL ROAD,Resale,Strata,443,"20,316",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
SKY GREEN,"1,355,000",753.48,"1,798",Feb-24,MACPHERSON ROAD,Resale,Strata,70,"19,357",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
V ON SHENTON,"3,390,000","1,754.53","1,932",Feb-24,SHENTON WAY,Resale,Strata,163,"20,798",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,41 to 45
PARC ESTA,"890,000",419.8,"2,120",Feb-24,SIMS AVENUE,Resale,Strata,39,"22,821",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
SIMSVILLE,"1,628,000","1,237.86","1,315",Feb-24,GEYLANG EAST AVENUE 2,Resale,Strata,115,"14,157",-,Condominium,1,99 yrs lease commencing from 1994,14,Rest of Central Region,06 to 10
MARTIN MODERN,"2,888,000","1,011.82","2,854",Feb-24,MARTIN PLACE,Resale,Strata,94,"30,723",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,16 to 20
ONE BALMORAL,"2,616,300",968.76,"2,701",Feb-24,BALMORAL ROAD,Resale,Strata,90,"29,070",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE CLEMENT CANOPY,"1,255,000",656.6,"1,911",Feb-24,CLEMENTI AVENUE 1,Resale,Strata,61,"20,574",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
ROCHELLE AT NEWTON,"2,600,000","1,431.61","1,816",Feb-24,KENG LEE ROAD,Resale,Strata,133,"19,549",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,01 to 05
OXLEY EDGE,"835,000",376.74,"2,216",Feb-24,RIVER VALLEY ROAD,Resale,Strata,35,"23,857",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CITY GATE,"1,560,000",807.3,"1,932",Feb-24,BEACH ROAD,Resale,Strata,75,"20,800",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,06 to 10
THE ASANA,"988,888",398.27,"2,483",Feb-24,QUEEN'S ROAD,Resale,Strata,37,"26,727",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
JERVOIS TREASURES,"2,170,000",796.54,"2,724",Feb-24,JERVOIS ROAD,Resale,Strata,74,"29,324",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
VILLAGE TOWER,"3,350,000","1,808.35","1,853",Feb-24,MOUNT SINAI RISE,Resale,Strata,168,"19,940",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
CORALS AT KEPPEL BAY,"2,650,000","1,345.5","1,970",Feb-24,KEPPEL BAY DRIVE,Resale,Strata,125,"21,200",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"1,540,000",731.95,"2,104",Feb-24,MARINA WAY,Resale,Strata,68,"22,647",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
E MAISON,"830,000",570.49,"1,455",Feb-24,BRADDELL ROAD,Resale,Strata,53,"15,660",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
