Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ALANA,"2,767,247","2,755.58","1,004",Oct-22,SUNRISE TERRACE,Resale,Strata,256,"10,810",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
THE SPRINGFIELD,"2,000,000","2,378.84",841,Oct-22,CHEMPAKA KUNING LINK,Resale,Strata,221,"9,050",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KINGSFORD WATERBAY,"2,250,000","1,625.36","1,384",Oct-22,UPPER SERANGOON VIEW,Resale,Strata,151,"14,901",-,Terrace House,1,99 yrs lease commencing from 2014,19,Outside Central Region,-
ESTRIVILLAS,"3,800,000","4,617.76",823,Oct-22,JALAN LIM TAI SEE,Resale,Strata,429,"8,858",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
CEYLON COURT,"2,600,000","1,722.24","1,510",Oct-22,CEYLON ROAD,Resale,Strata,160,"16,250",-,Terrace House,1,Freehold,15,Rest of Central Region,-
INFINIUM,"3,670,000","5,134.43",715,Oct-22,RICHARDS AVENUE,Resale,Strata,477,"7,694",-,Terrace House,1,Freehold,19,Outside Central Region,-
FERNHILL COTTAGE,"4,200,000","2,443.43","1,719",Oct-22,FERNHILL ROAD,Resale,Strata,227,"18,502",-,Terrace House,1,Freehold,10,Core Central Region,-
CABANA,"2,680,000","2,917.04",919,Oct-22,SUNRISE TERRACE,Resale,Strata,271,"9,889",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
VILLAS @ GILSTEAD,"4,150,000","5,371.24",773,Oct-22,GILSTEAD ROAD,Resale,Strata,499,"8,317",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
SPRINGHILL,"2,038,000","3,046.21",669,Oct-22,SEMBAWANG WALK,Resale,Strata,283,"7,201",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
LANDED HOUSING DEVELOPMENT,"2,650,000","4,004.21",662,Oct-22,CEYLON ROAD,Resale,Strata,372,"7,124",-,Terrace House,2,Freehold,15,Rest of Central Region,-
THE SPRINGFIELD,"1,925,000","2,368.08",813,Oct-22,CHEMPAKA KUNING LINK,Resale,Strata,220,"8,750",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
BINJAI CREST,"2,750,000","3,778.16",728,Oct-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,835",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
PALMS @ SIXTH AVENUE,"5,168,888","4,596.23","1,125",Sep-22,SIXTH AVENUE,Resale,Strata,427,"12,105",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
THE WOODS,"2,335,000","4,004.21",583,Sep-22,WESTWOOD AVENUE,Resale,Strata,372,"6,277",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
POETS VILLAS,"2,813,000","3,250.73",865,Sep-22,TAGORE AVENUE,Resale,Strata,302,"9,315",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
FIVE CHANCERY,"7,488,888","6,512.22","1,150",Sep-22,CHANCERY LANE,Resale,Strata,605,"12,378",-,Detached House,1,Freehold,11,Core Central Region,-
PALACIO,"3,450,000","3,745.87",921,Sep-22,LORONG M TELOK KURAU,Resale,Strata,348,"9,914",-,Terrace House,1,Freehold,15,Outside Central Region,-
CABANA,"2,750,000","2,917.04",943,Sep-22,SUNRISE TERRACE,Resale,Strata,271,"10,148",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
BINJAI CREST,"2,750,000","3,778.16",728,Sep-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,835",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
ARCHIPELAGO,"3,550,000","4,402.48",806,Sep-22,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,680",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
LA BELLE,"2,700,000","2,691","1,003",Sep-22,RECREATION LANE,Resale,Strata,250,"10,800",-,Terrace House,1,Freehold,19,Outside Central Region,-
ALANA,"3,177,322","3,035.45","1,047",Sep-22,SUNRISE TERRACE,Resale,Strata,282,"11,267",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
BELGRAVIA VILLAS,"3,828,000","3,961.15",966,Sep-22,BELGRAVIA DRIVE,Resale,Strata,368,"10,402",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
HILLCREST VILLA,"3,450,000","2,917.04","1,183",Sep-22,HILLCREST ROAD,Resale,Strata,271,"12,731",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
THE SPRINGFIELD,"2,200,000","2,335.79",942,Sep-22,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,138",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
ALANA,"2,705,388","2,755.58",982,Sep-22,SUNRISE TERRACE,Resale,Strata,256,"10,568",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
SPRINGHILL,"2,080,000","2,906.28",716,Sep-22,SEMBAWANG WALK,Resale,Strata,270,"7,704",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
8 @ STRATTON,"3,350,000","5,112.9",655,Sep-22,STRATTON GREEN,Resale,Strata,475,"7,053",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
ASTON RESIDENCE,"3,160,000","4,693.1",673,Sep-22,JALAN LOYANG BESAR,Resale,Strata,436,"7,248",-,Detached House,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
ONE SURIN,"3,330,000","4,305.6",773,Sep-22,SURIN AVENUE,Resale,Strata,400,"8,325",-,Terrace House,1,Freehold,19,Outside Central Region,-
SPRINGHILL,"2,050,000","2,906.28",705,Sep-22,SEMBAWANG WALK,Resale,Strata,270,"7,593",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
ECO,"3,900,000","3,767.4","1,035",Sep-22,BEDOK SOUTH AVENUE 3,Resale,Strata,350,"11,143",-,Terrace House,1,99 yrs lease commencing from 2012,16,Outside Central Region,-
THE SHAUGHNESSY,"2,300,000","3,498.3",657,Sep-22,MILTONIA CLOSE,Resale,Strata,325,"7,077",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
WOODHAVEN,"2,930,000","3,358.37",872,Sep-22,WOODGROVE AVENUE,Resale,Strata,312,"9,391",-,Terrace House,1,99 yrs lease commencing from 2011,25,Outside Central Region,-
WATTEN RESIDENCES,"4,550,000","4,090.32","1,112",Sep-22,WATTEN RISE,Resale,Strata,380,"11,974",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HORIZON GREEN,"2,800,000","3,304.55",847,Sep-22,ANG MO KIO AVENUE 2,Resale,Strata,307,"9,121",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
HILLCREST VILLA,"3,438,000","3,089.27","1,113",Aug-22,HILLCREST ROAD,Resale,Strata,287,"11,979",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
ECO,"3,250,000","3,358.37",968,Aug-22,BEDOK SOUTH AVENUE 3,Resale,Strata,312,"10,417",-,Terrace House,1,99 yrs lease commencing from 2012,16,Outside Central Region,-
THE WOODS,"2,200,000","4,004.21",549,Aug-22,WESTWOOD AVENUE,Resale,Strata,372,"5,914",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
EUHABITAT,"2,850,000","3,379.9",843,Aug-22,JALAN EUNOS,Resale,Strata,314,"9,076",-,Terrace House,1,99 yrs lease commencing from 2010,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,938,000","2,421.9","1,213",Aug-22,PASIR PANJANG ROAD,Resale,Strata,225,"13,058",-,Terrace House,1,Freehold,05,Rest of Central Region,-
D'MANOR,"2,415,252","3,164.62",763,Aug-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,294,"8,215",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE SHAUGHNESSY,"2,188,000","3,304.55",662,Aug-22,MILTONIA CLOSE,Resale,Strata,307,"7,127",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE ARECA,"2,038,888","2,443.43",834,Aug-22,BUNGA RAMPAI PLACE,Resale,Strata,227,"8,982",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,150,000","1,711.48","1,256",Aug-22,UPPER EAST COAST ROAD,Resale,Strata,159,"13,522",-,Terrace House,1,Freehold,16,Outside Central Region,-
HIGH PARK RESIDENCES,"2,570,000","2,314.26","1,111",Aug-22,FERNVALE ROAD,Resale,Strata,215,"11,953",-,Semi-Detached House,1,99 yrs lease commencing from 2014,28,Outside Central Region,-
THE TENERIFFE,"3,200,000","3,121.56","1,025",Aug-22,LAUREL WOOD AVENUE,Resale,Strata,290,"11,034",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
D'ELIAS,"2,600,000","4,068.79",639,Aug-22,ELIAS TERRACE,Resale,Strata,378,"6,878",-,Terrace House,1,999 yrs lease commencing from 1881,18,Outside Central Region,-
WATER VILLAS,"3,030,000","3,896.57",778,Aug-22,KOVAN ROAD,Resale,Strata,362,"8,370",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
HONG KONG PARK,"3,500,000","4,617.76",758,Aug-22,HUA GUAN AVENUE,Resale,Strata,429,"8,159",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
SUMMER GARDENS,"2,188,000","3,024.68",723,Aug-22,UPPER CHANGI ROAD EAST,Resale,Strata,281,"7,786",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
CABANA,"2,600,000","3,067.74",848,Aug-22,SUNRISE TERRACE,Resale,Strata,285,"9,123",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
ARCHIPELAGO,"3,380,000","4,402.48",768,Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,264",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
THE SHAUGHNESSY,"2,100,000","3,304.55",635,Aug-22,MILTONIA CLOSE,Resale,Strata,307,"6,840",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THOMSON THREE,"3,500,000","3,293.78","1,063",Aug-22,BRIGHT HILL DRIVE,Resale,Strata,306,"11,438",-,Semi-Detached House,1,99 yrs lease commencing from 2012,20,Rest of Central Region,-
ALANA,"2,960,000","3,056.98",968,Aug-22,SUNRISE TERRACE,Resale,Strata,284,"10,423",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,300,000","6,124.72",865,Jul-22,WHITLEY ROAD,Resale,Strata,569,"9,315",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HORIZON GREEN,"2,550,000","3,390.66",752,Jul-22,ANG MO KIO AVENUE 2,Resale,Strata,315,"8,095",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ELITE RESIDENCES,"3,100,000","3,831.98",809,Jul-22,ELITE TERRACE,Resale,Strata,356,"8,708",-,Terrace House,1,Freehold,15,Outside Central Region,-
MARLENE VILLE,"2,910,000","2,486.48","1,170",Jul-22,MARLENE AVENUE,Resale,Strata,231,"12,597",-,Terrace House,1,Freehold,19,Outside Central Region,-
GREENWOOD MEWS,"4,082,000","3,175.38","1,286",Jul-22,GREENWOOD AVENUE,Resale,Strata,295,"13,837",-,Terrace House,1,103 yrs lease commencing from 2011,11,Core Central Region,01 to 05
LOYANG COURT,"1,480,000","1,915.99",772,Jul-22,JALAN LOYANG BESAR,Resale,Strata,178,"8,315",-,Terrace House,1,99 yrs lease commencing from 1994,17,Outside Central Region,-
THE SHAUGHNESSY,"2,400,000","3,304.55",726,Jul-22,MILTONIA CLOSE,Resale,Strata,307,"7,818",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
VENTURA HEIGHTS,"3,750,000","4,660.81",805,Jul-22,JALAN LIM TAI SEE,Resale,Strata,433,"8,661",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ALANA,"3,574,083","3,067.74","1,165",Jul-22,SUNRISE TERRACE,Resale,Strata,285,"12,541",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
THE ARECA,"1,868,888","2,411.14",775,Jul-22,BUNGA RAMPAI PLACE,Resale,Strata,224,"8,343",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
WATER TERRACE,"2,550,000","2,626.42",971,Jul-22,LORONG AH SOO,Resale,Strata,244,"10,451",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHARLTON RESIDENCES,"3,288,888","5,349.71",615,Jul-22,CHARLTON ROAD,Resale,Strata,497,"6,617",-,Terrace House,1,Freehold,19,Outside Central Region,-
HONG KONG PARK,"3,800,000","4,660.81",815,Jul-22,HUA GUAN AVENUE,Resale,Strata,433,"8,776",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
HILLCREST VILLA,"3,350,000","3,153.85","1,062",Jul-22,HILLCREST ROAD,Resale,Strata,293,"11,433",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
D'MANOR,"2,350,000","2,723.29",863,Jul-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,289",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE GREENWOOD,"3,330,000","2,992.39","1,113",Jul-22,GREENWOOD AVENUE,Resale,Strata,278,"11,978",-,Terrace House,1,103 yrs lease commencing from 2008,11,Core Central Region,-
ESTE VILLA,"2,980,000","3,422.95",871,Jul-22,NIM ROAD,Resale,Strata,318,"9,371",-,Terrace House,1,Freehold,28,Outside Central Region,-
DALLA VALE,"2,780,000","3,250.73",855,Jun-22,SPRINGLEAF AVENUE,Resale,Strata,302,"9,205",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
EIGHT RIVERSUITES,"2,728,000","2,820.17",967,Jun-22,WHAMPOA EAST,Resale,Strata,262,"10,412",-,Terrace House,1,99 yrs lease commencing from 2011,12,Rest of Central Region,-
THE GREENWOOD,"3,200,000","2,992.39","1,069",Jun-22,GREENWOOD AVENUE,Resale,Strata,278,"11,511",-,Terrace House,1,103 yrs lease commencing from 2008,11,Core Central Region,-
KOVAN REGENCY,"3,800,000","3,702.82","1,026",Jun-22,KOVAN RISE,Resale,Strata,344,"11,047",-,Terrace House,1,99 yrs lease commencing from 2012,19,Outside Central Region,-
THE MORRIS RESIDENCES,"3,100,000","3,831.98",809,Jun-22,PAYA LEBAR CRESCENT,Resale,Strata,356,"8,708",-,Terrace House,1,Freehold,19,Outside Central Region,-
BINJAI CREST,"2,630,000","3,778.16",696,Jun-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,493",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
HORIZON GREEN,"3,100,000","4,391.71",706,Jun-22,ANG MO KIO AVENUE 2,Resale,Strata,408,"7,598",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ALANA,"2,715,000","2,766.35",981,Jun-22,SUNRISE TERRACE,Resale,Strata,257,"10,564",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
SPRINGHILL,"1,940,000","3,013.92",644,Jun-22,SEMBAWANG WALK,Resale,Strata,280,"6,929",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE TENERIFFE,"3,080,000","3,175.38",970,Jun-22,LAUREL WOOD AVENUE,Resale,Strata,295,"10,441",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
WATTEN RESIDENCES,"3,900,000","2,949.34","1,322",Jun-22,WATTEN RISE,Resale,Strata,274,"14,234",-,Terrace House,1,Freehold,11,Core Central Region,-
THE GREENWOOD,"3,250,000","2,981.63","1,090",Jun-22,GREENWOOD AVENUE,Resale,Strata,277,"11,733",-,Terrace House,1,103 yrs lease commencing from 2008,11,Core Central Region,-
SHAMROCK VILLAS,"4,680,000","6,340",738,Jun-22,NAMLY PLACE,Resale,Strata,589,"7,946",-,Detached House,1,Freehold,10,Core Central Region,-
MONT TIMAH,"3,875,000","4,542.41",853,Jun-22,BUKIT WAY,Resale,Strata,422,"9,182",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
PALACIO,"3,680,000","3,907.33",942,Jun-22,LORONG M TELOK KURAU,Resale,Strata,363,"10,138",-,Terrace House,1,Freehold,15,Outside Central Region,-
DUBLIN LODGE,"6,700,000","2,561.83","2,615",Jun-22,DUBLIN ROAD,Resale,Strata,238,"28,151",-,Terrace House,1,Freehold,09,Core Central Region,-
CHANCERY HILL VILLAS,"5,000,000","5,651.1",885,Jun-22,CHANCERY HILL ROAD,Resale,Strata,525,"9,524",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE SPRINGFIELD,"2,050,000","2,518.78",814,Jun-22,CHEMPAKA KUNING LINK,Resale,Strata,234,"8,761",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
MOUNT SINAI RESIDENCES,"4,250,000","6,953.54",611,Jun-22,MOUNT SINAI LANE,Resale,Strata,646,"6,579",-,Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
DUBLIN LODGE,"6,700,000","2,583.36","2,594",Jun-22,DUBLIN ROAD,Resale,Strata,240,"27,917",-,Terrace House,1,Freehold,09,Core Central Region,-
WATER VILLAS,"2,900,000","3,896.57",744,Jun-22,KOVAN ROAD,Resale,Strata,362,"8,011",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
ESTRIVILLAS,"4,100,000","5,780.27",709,Jun-22,JALAN LIM TAI SEE,Resale,Strata,537,"7,635",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
THE AMBIENCE,"2,630,000","3,713.58",708,May-22,PONGGOL SEVENTEENTH AVENUE,Resale,Strata,345,"7,623",-,Detached House,1,999 yrs lease commencing from 1874,19,Outside Central Region,-
CHARLTON RESIDENCES,"3,360,000","5,349.71",628,May-22,CHARLTON ROAD,Resale,Strata,497,"6,761",-,Terrace House,1,Freehold,19,Outside Central Region,-
SPRINGLEAF VILLAS,"2,650,000","3,519.83",753,May-22,SPRINGLEAF CRESCENT,Resale,Strata,327,"8,104",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
THE SPRINGFIELD,"2,000,000","2,325.02",860,May-22,CHEMPAKA KUNING LINK,Resale,Strata,216,"9,259",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
NAMLY COURT,"4,000,000","2,820.17","1,418",May-22,BUKIT TIMAH ROAD,Resale,Strata,262,"15,267",-,Terrace House,1,Freehold,10,Core Central Region,-
D'LEEDON,"6,200,000","6,781.32",914,May-22,LEEDON HEIGHTS,Resale,Strata,630,"9,841",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,-
CABANA,"2,588,800","3,046.21",850,May-22,SUNRISE TERRACE,Resale,Strata,283,"9,148",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
POETS VILLAS,"2,518,500","3,358.37",750,May-22,TAGORE AVENUE,Resale,Strata,312,"8,072",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
PALACIO,"3,690,000","3,907.33",944,May-22,LORONG M TELOK KURAU,Resale,Strata,363,"10,165",-,Terrace House,1,Freehold,15,Outside Central Region,-
LEGEND @ JANSEN,"2,350,000","2,055.92","1,143",May-22,JANSEN ROAD,Resale,Strata,191,"12,304",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
KEW RESIDENCIA,"1,718,000","1,969.81",872,May-22,KEW CRESCENT,Resale,Strata,183,"9,388",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SPRINGHILL,"1,828,000","2,766.35",661,May-22,SEMBAWANG WALK,Resale,Strata,257,"7,113",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE WHITLEY RESIDENCES,"5,000,000","5,564.99",898,May-22,WHITLEY ROAD,Resale,Strata,517,"9,671",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
COTSWOLD VILLAS,"3,600,000","4,122.61",873,May-22,COTSWOLD CLOSE,Resale,Strata,383,"9,399",-,Detached House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,925,000","4,854.56",809,May-22,MOUNT ROSIE ROAD,Resale,Strata,451,"8,703",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"4,980,000","6,221.59",800,May-22,WHITLEY ROAD,Resale,Strata,578,"8,616",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HORIZON GARDENS,"2,370,000","3,013.92",786,May-22,ANG MO KIO AVENUE 2,Resale,Strata,280,"8,464",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SUNCOTTAGES,"2,900,000","2,830.93","1,024",May-22,CASHEW CRESCENT,Resale,Strata,263,"11,027",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
THE TENERIFFE,"3,200,000","3,175.38","1,008",May-22,LAUREL WOOD AVENUE,Resale,Strata,295,"10,847",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
8 @ STRATTON,"2,880,000","5,112.9",563,May-22,STRATTON GREEN,Resale,Strata,475,"6,063",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
GREENWOOD MEWS,"4,067,000","3,175.38","1,281",May-22,GREENWOOD AVENUE,Resale,Strata,295,"13,786",-,Terrace House,1,103 yrs lease commencing from 2011,11,Core Central Region,01 to 05
THE SHAUGHNESSY,"2,050,000","3,283.02",624,May-22,MILTONIA CLOSE,Resale,Strata,305,"6,721",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
CHARLTON VILLAS,"2,900,000","2,723.29","1,065",May-22,CHARLTON LANE,Resale,Strata,253,"11,462",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHANCERY HILL VILLAS,"5,300,000","6,469.16",819,May-22,CHANCERY HILL ROAD,Resale,Strata,601,"8,819",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
8 @ STRATTON,"3,230,000","5,145.19",628,May-22,STRATTON GREEN,Resale,Strata,478,"6,757",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
THE SHAUGHNESSY,"1,920,000","3,304.55",581,May-22,MILTONIA CLOSE,Resale,Strata,307,"6,254",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE TENERIFFE,"3,085,000","3,121.56",988,May-22,LAUREL WOOD AVENUE,Resale,Strata,290,"10,638",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
BINJAI CREST,"2,538,000","3,175.38",799,May-22,JALAN KAMPONG CHANTEK,Resale,Strata,295,"8,603",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
THE WHITLEY RESIDENCES,"4,880,000","5,661.86",862,May-22,WHITLEY ROAD,Resale,Strata,526,"9,278",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
CHARLTON 27,"3,580,000","4,757.69",752,May-22,SURIN AVENUE,Resale,Strata,442,"8,100",-,Terrace House,1,Freehold,19,Outside Central Region,-
HORIZON GARDENS,"2,250,000","2,906.28",774,May-22,ANG MO KIO AVENUE 2,Resale,Strata,270,"8,333",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THE SPRINGFIELD,"2,500,000","2,368.08","1,056",May-22,CHEMPAKA KUNING LINK,Resale,Strata,220,"11,364",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
FORTUNE VIEW,"2,000,000","1,991.34","1,004",May-22,SOMMERVILLE WALK,Resale,Strata,185,"10,811",-,Terrace House,1,Freehold,13,Outside Central Region,-
THE WHITLEY RESIDENCES,"4,850,000","5,769.5",841,May-22,WHITLEY ROAD,Resale,Strata,536,"9,049",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
SOMMERVILLE RESIDENCES,"3,500,000","4,197.96",834,Apr-22,SOMMERVILLE WALK,Resale,Strata,390,"8,974",-,Terrace House,1,Freehold,13,Outside Central Region,-
VILLAS LA VUE,"3,650,000","5,242.07",696,Apr-22,SIGLAP VIEW,Resale,Strata,487,"7,495",-,Detached House,1,Freehold,15,Outside Central Region,-
CABANA,"2,500,000","3,067.74",815,Apr-22,SUNRISE TERRACE,Resale,Strata,285,"8,772",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,000,000","5,877.14",851,Apr-22,WHITLEY ROAD,Resale,Strata,546,"9,158",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
MONT TIMAH,"4,000,000","4,402.48",909,Apr-22,BUKIT WAY,Resale,Strata,409,"9,780",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
HILLCREST VILLA,"3,350,000","2,917.04","1,148",Apr-22,HILLCREST ROAD,Resale,Strata,271,"12,362",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
EIGHT RIVERSUITES,"2,900,000","3,003.16",966,Apr-22,WHAMPOA EAST,Resale,Strata,279,"10,394",-,Terrace House,1,99 yrs lease commencing from 2011,12,Rest of Central Region,-
MONTCLAIR @ WHITLEY,"3,868,000","4,273.31",905,Apr-22,WHITLEY ROAD,Resale,Strata,397,"9,743",-,Semi-Detached House,1,Freehold,11,Core Central Region,01 to 05
KEW GATE,"1,738,000","2,314.26",751,Apr-22,LIMAU GARDEN,Resale,Strata,215,"8,084",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
OXLEY RESIDENCE,"13,000,000","8,966.41","1,450",Apr-22,OXLEY ROAD,Resale,Strata,833,"15,606",-,Terrace House,1,Freehold,09,Core Central Region,-
DUNSFOLD 18,"4,000,000","4,251.78",941,Apr-22,DUNSFOLD DRIVE,Resale,Strata,395,"10,127",-,Detached House,1,Freehold,13,Outside Central Region,-
THE WHITLEY RESIDENCES,"4,980,000","6,124.72",813,Apr-22,WHITLEY ROAD,Resale,Strata,569,"8,752",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
ASTON RESIDENCE,"2,980,000","4,714.63",632,Apr-22,JALAN LOYANG BESAR,Resale,Strata,438,"6,804",-,Detached House,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
SUMMER GARDENS,"2,060,000","3,110.8",662,Apr-22,UPPER CHANGI ROAD EAST,Resale,Strata,289,"7,128",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
SURIN VILLAS,"3,200,000","6,070.9",527,Apr-22,SURIN AVENUE,Resale,Strata,564,"5,674",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,000,000","5,564.99",898,Apr-22,WHITLEY ROAD,Resale,Strata,517,"9,671",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
BINJAI CREST,"2,700,000","3,778.16",715,Apr-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,692",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
CABANA,"2,518,000","3,078.5",818,Apr-22,SUNRISE TERRACE,Resale,Strata,286,"8,804",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
